text,label,start_char,end_char,source_url
February 2021,DATE,20875,20888,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Seiko Hashimoto,PERSON,20963,20978,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Tamayo Marukawa,PERSON,21006,21021,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Tokyo Olympic and Paralympic Games,EVENT,21036,21074,https://en.wikipedia.org/wiki/2020_Summer_Olympics
The Tokyo Metropolitan Government,ORG,21166,21199,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Narita,GPE,21425,21431,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Haneda,GPE,21576,21582,https://en.wikipedia.org/wiki/2020_Summer_Olympics
The East Japan Railway Company,ORG,21751,21781,https://en.wikipedia.org/wiki/2020_Summer_Olympics
JR East,ORG,21783,21790,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Tamachi,GPE,21827,21834,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Yurikamome,GPE,22058,22068,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Odaiba,GPE,22332,22338,https://en.wikipedia.org/wiki/2020_Summer_Olympics
April 2018,DATE,22363,22373,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the International Labour Organization,ORG,22432,22469,https://en.wikipedia.org/wiki/2020_Summer_Olympics
June 2020,DATE,22556,22565,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Organizing Committee,ORG,22590,22614,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Toshirō Mutō,PERSON,22616,22628,https://en.wikipedia.org/wiki/2020_Summer_Olympics
25 September,DATE,22737,22749,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Tokyo Organizing Committee,ORG,22763,22789,https://en.wikipedia.org/wiki/2020_Summer_Olympics
February 2012,DATE,23116,23129,https://en.wikipedia.org/wiki/2020_Summer_Olympics
2019,DATE,23282,23286,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Rugby World Cup,EVENT,23287,23302,https://en.wikipedia.org/wiki/2020_Summer_Olympics
November 2012,DATE,23340,23353,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Japan Sport Council,ORG,23355,23378,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Zaha Hadid Architects,ORG,23464,23485,https://en.wikipedia.org/wiki/2020_Summer_Olympics
June 2015,DATE,23826,23835,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the end of 2015,DATE,24149,24164,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Zaha Hadid's,PERSON,24307,24319,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Kengo Kuma,PERSON,24384,24394,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Kuma,PERSON,24454,24458,https://en.wikipedia.org/wiki/2020_Summer_Olympics
21 December 2019,DATE,24668,24684,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Tokyo Games.[103,EVENT,24736,24756,https://en.wikipedia.org/wiki/2020_Summer_Olympics
October 2018,DATE,24761,24773,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Board of Audit,ORG,24775,24793,https://en.wikipedia.org/wiki/2020_Summer_Olympics
16 October 2019,DATE,25044,25059,https://en.wikipedia.org/wiki/2020_Summer_Olympics
1 November 2019,DATE,25217,25232,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Faure,PERSON,25404,25409,https://en.wikipedia.org/wiki/2020_Summer_Olympics
The Tokyo 2020–2021 Games,EVENT,25418,25443,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Rio,EVENT,25525,25528,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Sochi,GPE,25533,25538,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Barcelona,GPE,25592,25601,https://en.wikipedia.org/wiki/2020_Summer_Olympics
1992,DATE,25605,25609,https://en.wikipedia.org/wiki/2020_Summer_Olympics
2008,DATE,25629,25633,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Harumi,GPE,26032,26038,https://en.wikipedia.org/wiki/2020_Summer_Olympics
December 2018,DATE,26073,26086,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Olympic and Paralympic Games,EVENT,26171,26203,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Japan Coast Guard,ORG,26563,26584,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Tokyo Bay,LOC,26622,26635,https://en.wikipedia.org/wiki/2020_Summer_Olympics
26 September 2018,DATE,26857,26874,https://en.wikipedia.org/wiki/2020_Summer_Olympics
18 January 2019,DATE,26879,26894,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Tokyo Organizing Committee.[112,ORG,26949,26984,https://en.wikipedia.org/wiki/2020_Summer_Olympics
February 2019,DATE,27051,27064,https://en.wikipedia.org/wiki/2020_Summer_Olympics
October 2019.[113,DATE,27107,27124,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Shining Blue,WORK_OF_ART,27379,27391,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Shining Blue Tokyo,WORK_OF_ART,27398,27416,https://en.wikipedia.org/wiki/2020_Summer_Olympics
City Anchor,WORK_OF_ART,27439,27450,https://en.wikipedia.org/wiki/2020_Summer_Olympics
early June 2021,DATE,27583,27598,https://en.wikipedia.org/wiki/2020_Summer_Olympics
February 2017,DATE,27875,27888,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Japan Environmental Sanitation Center,ORG,27984,28021,https://en.wikipedia.org/wiki/2020_Summer_Olympics
NTT Docomo,ORG,28026,28036,https://en.wikipedia.org/wiki/2020_Summer_Olympics
April 2017.[118][119,DATE,28324,28344,https://en.wikipedia.org/wiki/2020_Summer_Olympics
December of that year.[120,DATE,28398,28424,https://en.wikipedia.org/wiki/2020_Summer_Olympics
May 2018,DATE,28429,28437,https://en.wikipedia.org/wiki/2020_Summer_Olympics
November 2018,DATE,28793,28806,https://en.wikipedia.org/wiki/2020_Summer_Olympics
March 2019.[122,DATE,28863,28878,https://en.wikipedia.org/wiki/2020_Summer_Olympics
24 July 2019,DATE,28883,28895,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Junichi Kawanishi,PERSON,29075,29092,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Paralympic,EVENT,29164,29174,https://en.wikipedia.org/wiki/2020_Summer_Olympics
2009,DATE,29513,29517,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"Olympic Games,[128",EVENT,29583,29601,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Greece,GPE,29683,29689,https://en.wikipedia.org/wiki/2020_Summer_Olympics
12 March 2020,DATE,29755,29768,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Athens,GPE,29885,29891,https://en.wikipedia.org/wiki/2020_Summer_Olympics
19 March,DATE,29990,29998,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Higashimatsushima,GPE,30193,30210,https://en.wikipedia.org/wiki/2020_Summer_Olympics
20 March,DATE,30293,30301,https://en.wikipedia.org/wiki/2020_Summer_Olympics
one week,DATE,30322,30330,https://en.wikipedia.org/wiki/2020_Summer_Olympics
2011,DATE,30375,30379,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Miyagi,GPE,30410,30416,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Iwate,GPE,30418,30423,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Fukushima,GPE,30428,30437,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Flame of Recovery,WORK_OF_ART,30486,30503,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Naraha,GPE,30520,30526,https://en.wikipedia.org/wiki/2020_Summer_Olympics
26 March,DATE,30530,30538,https://en.wikipedia.org/wiki/2020_Summer_Olympics
a month,DATE,30781,30788,https://en.wikipedia.org/wiki/2020_Summer_Olympics
23 July 2020,DATE,30926,30938,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Rikako Ikee,PERSON,31053,31064,https://en.wikipedia.org/wiki/2020_Summer_Olympics
20 August 2020,DATE,31246,31260,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"Naraha, Fukushima",GPE,31321,31338,https://en.wikipedia.org/wiki/2020_Summer_Olympics
25 March 2021,DATE,31342,31355,https://en.wikipedia.org/wiki/2020_Summer_Olympics
nearly a year later,DATE,31357,31376,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Miyakojima,GPE,31547,31557,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Matsuyama,GPE,31669,31678,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Hiroshima,GPE,31680,31689,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Hyōgo,GPE,31691,31696,https://en.wikipedia.org/wiki/2020_Summer_Olympics
23 July,DATE,31782,31789,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Naomi Osaka,PERSON,31810,31821,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Olympic,ORG,32135,32142,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Greater Tokyo Area,LOC,32691,32709,https://en.wikipedia.org/wiki/2020_Summer_Olympics
COCOA Exposure Notification,PRODUCT,32808,32835,https://en.wikipedia.org/wiki/2020_Summer_Olympics
The New England Journal of Medicine,ORG,33327,33362,https://en.wikipedia.org/wiki/2020_Summer_Olympics
12 March 2021,DATE,34008,34021,https://en.wikipedia.org/wiki/2020_Summer_Olympics
CoronaVac,PRODUCT,34171,34180,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Sinopharm BIBP,PRODUCT,34189,34203,https://en.wikipedia.org/wiki/2020_Summer_Olympics
6 May 2021,DATE,34389,34399,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Pfizer,ORG,34401,34407,https://en.wikipedia.org/wiki/2020_Summer_Olympics
March 2021,DATE,35006,35016,https://en.wikipedia.org/wiki/2020_Summer_Olympics
19 June 2021,DATE,35283,35295,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Koike,PERSON,35306,35311,https://en.wikipedia.org/wiki/2020_Summer_Olympics
21 June,DATE,35492,35499,https://en.wikipedia.org/wiki/2020_Summer_Olympics
2 July 2021,DATE,35639,35650,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the University of Tokyo,ORG,35929,35952,https://en.wikipedia.org/wiki/2020_Summer_Olympics
mid-October,DATE,36019,36030,https://en.wikipedia.org/wiki/2020_Summer_Olympics
8 July 2021,DATE,36125,36136,https://en.wikipedia.org/wiki/2020_Summer_Olympics
May,DATE,36214,36217,https://en.wikipedia.org/wiki/2020_Summer_Olympics
12 July through 22 August,DATE,36297,36322,https://en.wikipedia.org/wiki/2020_Summer_Olympics
only two days,DATE,36331,36344,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Hashimoto,PERSON,36514,36523,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Olympic and Paralympic Games,EVENT,36792,36820,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Hokkaido,GPE,37122,37130,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Ibaraki,GPE,37135,37142,https://en.wikipedia.org/wiki/2020_Summer_Olympics
16 July,DATE,37542,37549,https://en.wikipedia.org/wiki/2020_Summer_Olympics
2 August,DATE,37751,37759,https://en.wikipedia.org/wiki/2020_Summer_Olympics
31 August,DATE,37852,37861,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Chiba,GPE,37882,37887,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Kanagawa,GPE,37889,37897,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Saitama,GPE,37899,37906,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the autumn of 2019,DATE,38683,38701,https://en.wikipedia.org/wiki/2020_Summer_Olympics
The Tokyo Organizing Committee,ORG,38837,38867,https://en.wikipedia.org/wiki/2020_Summer_Olympics
20 March 2021,DATE,39030,39043,https://en.wikipedia.org/wiki/2020_Summer_Olympics
July,DATE,39547,39551,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Nippon Festival,EVENT,39722,39737,https://en.wikipedia.org/wiki/2020_Summer_Olympics
April to September 2021,DATE,39812,39835,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Participation and Interaction,WORK_OF_ART,39963,39992,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Towards the Realization of an Inclusive Society,WORK_OF_ART,39996,40043,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Reconstruction of the Tohoku Region,WORK_OF_ART,40050,40085,https://en.wikipedia.org/wiki/2020_Summer_Olympics
18 July,DATE,40265,40272,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Wanima,ORG,40301,40307,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Aio Yamada,PERSON,40333,40343,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Tuki Takamura,PERSON,40348,40361,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Kabuki x Opera,ORG,40570,40584,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Ichikawa Ebizō XI,PERSON,40633,40650,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Anna Pirozzi,PERSON,40666,40678,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Erwin Schrott,PERSON,40683,40696,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Tokyo Philharmonic Orchestra,ORG,40702,40734,https://en.wikipedia.org/wiki/2020_Summer_Olympics
two-day,DATE,40826,40833,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Parade of Nations,EVENT,41346,41363,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Naruhito,PERSON,41373,41381,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Naomi Osaka.[173,PERSON,41498,41514,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Munich,GPE,41914,41920,https://en.wikipedia.org/wiki/2020_Summer_Olympics
9 June 2017,DATE,42024,42035,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Summer Olympics,EVENT,42435,42454,https://en.wikipedia.org/wiki/2020_Summer_Olympics
12 February 2013,DATE,42973,42989,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the IOC Executive Board,ORG,43103,43126,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the 2012 Summer Olympics,EVENT,43188,43212,https://en.wikipedia.org/wiki/2020_Summer_Olympics
2016,DATE,43367,43371,https://en.wikipedia.org/wiki/2020_Summer_Olympics
2013,DATE,43738,43742,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Rio 2016,EVENT,43776,43784,https://en.wikipedia.org/wiki/2020_Summer_Olympics
The New York Times,ORG,43963,43981,https://en.wikipedia.org/wiki/2020_Summer_Olympics
29 May 2013,DATE,44324,44335,https://en.wikipedia.org/wiki/2020_Summer_Olympics
8 September 2013,DATE,44629,44645,https://en.wikipedia.org/wiki/2020_Summer_Olympics
2024,DATE,44719,44723,https://en.wikipedia.org/wiki/2020_Summer_Olympics
December 2014,DATE,44886,44899,https://en.wikipedia.org/wiki/2020_Summer_Olympics
22 June 2015,DATE,45225,45237,https://en.wikipedia.org/wiki/2020_Summer_Olympics
28 September 2015,DATE,45356,45373,https://en.wikipedia.org/wiki/2020_Summer_Olympics
3 August 2016,DATE,45583,45596,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Brazil,GPE,45656,45662,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the 2020 Olympics,EVENT,45758,45775,https://en.wikipedia.org/wiki/2020_Summer_Olympics
late 2018,DATE,45949,45958,https://en.wikipedia.org/wiki/2020_Summer_Olympics
June 2019,DATE,46006,46015,https://en.wikipedia.org/wiki/2020_Summer_Olympics
May 2020,DATE,46058,46066,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the 2020 Summer Games.[196][197,EVENT,46258,46289,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"Ready, Steady, Tokyo",WORK_OF_ART,46382,46402,https://en.wikipedia.org/wiki/2020_Summer_Olympics
World Sailing's World Cup Series,EVENT,46594,46626,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Enoshima,GPE,46636,46644,https://en.wikipedia.org/wiki/2020_Summer_Olympics
September 2018,DATE,46648,46662,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Tokyo Challenge Track Meet,EVENT,46692,46722,https://en.wikipedia.org/wiki/2020_Summer_Olympics
6 May 2020.[198,DATE,46789,46804,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Participating National Olympic Committees,ORG,47019,47060,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Former Yugoslav Republic of Macedonia,GPE,47134,47171,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Summer and Winter Games,EVENT,47182,47205,https://en.wikipedia.org/wiki/2020_Summer_Olympics
1996,DATE,47225,47229,https://en.wikipedia.org/wiki/2020_Summer_Olympics
North Macedonia,GPE,47410,47425,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Olympic Committee of North Macedonia,ORG,47505,47545,https://en.wikipedia.org/wiki/2020_Summer_Olympics
NMOC,ORG,47547,47551,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Winter Youth Olympics,EVENT,47640,47661,https://en.wikipedia.org/wiki/2020_Summer_Olympics
North Macedonia's,GPE,47704,47721,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Swaziland,GPE,47806,47815,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Summer and Winter Olympics,EVENT,47829,47859,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Eswatini,ORG,47861,47869,https://en.wikipedia.org/wiki/2020_Summer_Olympics
9 December 2019,DATE,47964,47979,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Russia,GPE,48024,48030,https://en.wikipedia.org/wiki/2020_Summer_Olympics
January 2019,DATE,48197,48209,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Russian Anti-Doping Agency,ORG,48228,48258,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the 2020 Summer Olympics,EVENT,48377,48401,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the 2018 Winter Olympics,EVENT,48443,48467,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Compliance Review Committee,ORG,48533,48560,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Jonathan Taylor,PERSON,48562,48577,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Court of Arbitration for Sport,ORG,48836,48870,https://en.wikipedia.org/wiki/2020_Summer_Olympics
CAS,ORG,48872,48875,https://en.wikipedia.org/wiki/2020_Summer_Olympics
17 December 2020,DATE,48956,48972,https://en.wikipedia.org/wiki/2020_Summer_Olympics
19 February 2021,DATE,49566,49582,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Russian Olympic Committee,ORG,49669,49698,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Russian Olympic Committee.[207,ORG,49844,49878,https://en.wikipedia.org/wiki/2020_Summer_Olympics
6 April 2021,DATE,49883,49895,https://en.wikipedia.org/wiki/2020_Summer_Olympics
North Korea,GPE,49897,49908,https://en.wikipedia.org/wiki/2020_Summer_Olympics
North Korea's,GPE,24,37,https://en.wikipedia.org/wiki/2020_Summer_Olympics
September,DATE,97,106,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Olympic Committee,ORG,143,164,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the Democratic People's Republic of Korea,GPE,168,209,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Guinea,ORG,342,348,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Guinea,GPE,563,569,https://en.wikipedia.org/wiki/2020_Summer_Olympics
NOCs,ORG,767,771,https://en.wikipedia.org/wiki/2020_Summer_Olympics
National Olympic Committee,ORG,850,876,https://en.wikipedia.org/wiki/2020_Summer_Olympics
18 July 2018,DATE,1009,1021,https://en.wikipedia.org/wiki/2020_Summer_Olympics
16 April 2019,DATE,1136,1149,https://en.wikipedia.org/wiki/2020_Summer_Olympics
late 2019.[217,DATE,1262,1276,https://en.wikipedia.org/wiki/2020_Summer_Olympics
22 July to 9 August 2020,DATE,1309,1333,https://en.wikipedia.org/wiki/2020_Summer_Olympics
364 days,DATE,1399,1407,https://en.wikipedia.org/wiki/2020_Summer_Olympics
one day less than a full year,DATE,1409,1438,https://en.wikipedia.org/wiki/2020_Summer_Olympics
the same days of the week,DATE,1451,1476,https://en.wikipedia.org/wiki/2020_Summer_Olympics
21 July to 8 August 2021.[218,DATE,1504,1533,https://en.wikipedia.org/wiki/2020_Summer_Olympics
July | August,DATE,1709,1722,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"Thu |
23rd Fri |
24th Sat |
25th Sun |
26th",DATE,1861,1904,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"Mon |
27th",DATE,1905,1915,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"Tue |
28th We",DATE,1916,1929,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"29th Thu |
30th Fri |
31st Sat |
1st Sun |
2nd Mon |
3rd Tue |",DATE,1933,1995,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"5th Thu |
6th Fri |
7th",DATE,2006,2029,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"Sat |
8th Sun | |||
|",DATE,2030,2051,https://en.wikipedia.org/wiki/2020_Summer_Olympics
July/August 2021,DATE,5358,5374,https://en.wikipedia.org/wiki/2020_Summer_Olympics
21st We,DATE,5377,5384,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"d |
22nd Thu |
23rd Fri |
24th Sat |
25th Sun |
26th Mon |
27th Tue |
28th We",DATE,5384,5461,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"d |
29th Thu |
30th Fri |
31st Sat |
1st Sun |
2nd Mon |
3rd Tue |
4th We",DATE,5461,5534,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"5th Thu |
6th",DATE,5538,5551,https://en.wikipedia.org/wiki/2020_Summer_Olympics
"Fri |
7th Sat |
8th Sun",DATE,5552,5575,https://en.wikipedia.org/wiki/2020_Summer_Olympics
United States,GPE,5733,5746,https://en.wikipedia.org/wiki/2020_Summer_Olympics
Netherlands,GPE,5956,5967,https://en.wikipedia.org/wiki/2020_Summer_Olympics
